id,title,url,text,teacher,day,unit,summary_texts
10280413001,"△日本文学講読（近現代Ｂ）-1
Readings in Japanese Literature (Modern B)-1",https://syllabus.doshisha.ac.jp/html/2024/0280/10280413001.html,本講義では観光と文学の接点について考えていきたい。「近代」の訪れとともに観光が文化として定着して以降，文学にも大きな影響を及ぼした。交通網の発達やガイドブックの大量生産に伴い，人々は日本各地に足を運んでいく。前近代の「旅」とは異なって，より安全にパッケージ化された旅程を楽しむことができるようになる。こうした体験を享受した作家たちは想像力を拡張しえただろう。一方，戦時下においては「聖蹟観光」による国威発揚や植民地支配に利用されるようにもなる。観光産業の発達とは，文学・文化や政治にまたがって影響を及ぼし続けた現象ともいえるのだ。本講義では，観光と文学という視座から，近代日本の成立過程を改めて問うてみたい。,['清水\u3000智史'],"(水曜日4講時)
面接/Face-to-face","10280413-001 
△日本文学講読（近現代Ｂ）－1
Readings in Japanese Literature (Modern B)－1
2単位/Unit  秋学期/Fall  今出川/Imadegawa  講義/Lecture",本講義では、近代日本における観光と文学の接点を探求します。観光が文化として定着し、交通網の発達やガイドブックの普及により、作家たちの想像力が拡張されました。また、戦時下では「聖蹟観光」が国威発揚や植民地支配に利用されるなど、観光産業が文学・文化や政治に与えた影響を考察します。観光と文学の視点から近代日本の成立過程を再評価することが目的です。
10280413002,"△日本文学講読（近現代Ｂ）-2
Readings in Japanese Literature (Modern B)-2",https://syllabus.doshisha.ac.jp/html/2024/0280/10280413002.html,"【文学研究における「読み」の実践②】
文学作品を「読む」とはどのような行為か。作品を「読む」とは，書かれた内容を単に要約的に理解することではない。テクストの言葉と論理に分け入り，そのなかから自身の解釈を導き出す，極めて能動的な介入行為である。
本講義では，1940～50年代に書かれた小説を主に取り上げる。個別の作品を精読することを通じて，「読む」行為についての知識や技能を養う。作品を「読む」際に欠かせない同時代状況への理解を踏まえつつ，そこから分析的な視座を立ち上げることができるようにする。同時に，作品研究をおこなううえで有効な文学理論・批評理論を概観し，テクストをさまざまな角度から捉えることができるようにする。そのうえで，文学作品の面白さを賞翫し，その作品が持つ意義について自分の言葉で考える力を身につける。",['加藤\u3000大生'],"(火曜日6講時)
面接/Face-to-face","10280413-002 
△日本文学講読（近現代Ｂ）－2
Readings in Japanese Literature (Modern B)－2
2単位/Unit  秋学期/Fall  今出川/Imadegawa  講義/Lecture",この講義「文学研究における『読み』の実践②」では、1940～50年代に書かれた小説を精読し、文学作品を「読む」行為の深層に迫ります。単なる要約ではなく、テクストの言葉と論理に分け入り、自身の解釈を導き出す能動的な介入行為を学びます。また、同時代状況への理解を深め、文学理論・批評理論を概観し、作品を多角的に分析する力を養います。これにより、文学作品の面白さと意義を自分の言葉で考える力を身につけます。
10280414001,"○日本文学講読（近現代Ｃ）-1(尾崎翠〈小野町子もの〉を読む)
Readings in Japanese Literature (Modern C)-1",https://syllabus.doshisha.ac.jp/html/2024/0280/10280414001.html,"尾崎翠は昭和初期に新感覚派と共鳴しながら，独自の感覚世界を切り開いたモダニズム作家として知られる。代表作「第七官界彷徨」は若い読者たちに鮮烈な印象を刻み込み，新時代を担う作家として期待されたが，ほどなくして精神の不調から文壇を去り〈幻の作家〉と呼ばれるに至る。長らく忘れられた作家だったが，昭和30年代に再発見され，現在も再評価が進められている。
「小説」という媒体そのものを問い直すような奇抜で実験的な文学表現や，先鋭的なジェンダー・セクシュアリティ観をはじめ，複眼的な価値観を提示する翠作品は，小説が衰退の一途を辿り，価値観の多様性が求められる現代でこそ読み解かれる意義がある。そこで，この授業では，翠の文学観と思想の結晶たる「第七官界彷徨」とその周辺に紡がれた登場人物名に重複が見られる作品群――「第七官界彷徨」の主人公の名をとって〈小野町子もの〉と呼ぶ――を読む。作品の精読はもとより，当時の社会情勢や文化，文壇の時流などを踏まえつつ，作品の成立事情，主題，技巧を追求し，翠文学の特質を明らかにする。",['山根\u3000直子'],"(月曜日5講時)
面接/Face-to-face","10280414-001 
○日本文学講読（近現代Ｃ）－1 (尾崎翠〈小野町子もの〉を読む)
Readings in Japanese Literature (Modern C)－1
2単位/Unit  春学期/Spring  今出川/Imadegawa  講義/Lecture",この講義では、昭和初期のモダニズム作家・尾崎翠の代表作「第七官界彷徨」とその関連作品群（通称〈小野町子もの〉）を中心に学びます。翠の作品は、新感覚派と共鳴しつつも独自の感覚世界を切り開き、実験的な文学表現や先鋭的なジェンダー・セクシュアリティ観を提示しています。講義では、作品の精読を通じて、当時の社会情勢や文化、文壇の時流を踏まえながら、翠文学の特質を明らかにします。
10280414002,"○日本文学講読（近現代Ｃ）-2
Readings in Japanese Literature (Modern C)-2",https://syllabus.doshisha.ac.jp/html/2024/0280/10280414002.html,"【文学研究における「読み」の実践①】
文学作品を「読む」とはどのような行為か。作品を「読む」とは，書かれた内容を単に要約的に理解することではない。テクストの言葉と論理に分け入り，そのなかから自身の解釈を導き出す，極めて能動的な介入行為である。
本講義では，1950～60年代に書かれた小説を主に取り上げる。個別の作品を精読することを通じて，「読む」行為についての知識や技能を養う。作品を「読む」際に欠かせない同時代状況への理解を踏まえつつ，そこから分析的な視座を立ち上げることができるようにする。同時に，作品研究をおこなううえで有効な文学理論・批評理論を概観し，テクストをさまざまな角度から捉えることができるようにする。そのうえで，文学作品の面白さを賞翫し，その作品が持つ意義について自分の言葉で考える力を身につける。",['加藤\u3000大生'],"(火曜日6講時)
面接/Face-to-face","10280414-002 
○日本文学講読（近現代Ｃ）－2
Readings in Japanese Literature (Modern C)－2
2単位/Unit  春学期/Spring  今出川/Imadegawa  講義/Lecture",この講義「文学研究における『読み』の実践①」では、1950～60年代に書かれた小説を精読し、文学作品を「読む」行為の本質を探求します。単なる要約ではなく、テクストの言葉と論理に深く分け入り、自身の解釈を導き出す能動的な介入行為としての「読み」を学びます。また、同時代の状況理解や文学理論・批評理論を通じて、作品を多角的に分析し、その意義を自分の言葉で考える力を養います。
10280415000,"△日本文学講読（近現代Ｄ）
Readings in Japanese Literature (Modern D)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280415000.html,「歴史小説」というジャンルの定義については様々な議論があるが，本講義ではひとまず「歴史的な素材を扱った物語性のある散文」を歴史小説としたい。とは言え，歴史小説の創作方法は作家や時代によって様々である。そこで本講義では，芥川龍之介・森鴎外・中島敦・井上靖・司馬遼太郎などの歴史小説を取り上げ，それぞれの歴史小説が「何を」元にして，「どのように」小説化されているのかということについて考察したい。歴史小説が描こうとした歴史とはいかなるものなのか。また，歴史小説と歴史との差異はどこにあるのか。作品と典拠との比較作業や，同時代の言説編成との関わりなど，文学研究の基本的な作業を通して，「歴史小説」が描いた「歴史」の姿を明らかにしたい。,['山田\u3000哲久'],"(月曜日5講時)
面接/Face-to-face","10280415 
△日本文学講読（近現代Ｄ）
Readings in Japanese Literature (Modern D)
2単位/Unit  秋学期/Fall  今出川/Imadegawa  講義/Lecture",本講義では、芥川龍之介、森鴎外、中島敦、井上靖、司馬遼太郎などの作家による歴史小説を取り上げます。これらの作品がどのような歴史的素材を元にし、どのように小説化されているかを考察します。具体的には、作品とその典拠との比較や、同時代の言説との関わりを通じて、歴史小説が描く「歴史」の姿と実際の歴史との違いを明らかにします。文学研究の基本的な方法を学びながら、歴史小説の特性を深く理解することが目的です。
10280417000,"○日本文学講読（広域Ａ）
Readings in Japanese Literature (Integrated A)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280417000.html,"【概要】
―近世小説と中国文学―
日本の中世から近世にかけて，印刷技術の流入により出版文化が栄え，和漢（日本と中国）の様々な「知」が江戸時代の人々に広まった。そしてそれらの「知」は日本近世の娯楽的な作品に採り入れられていく。
少なからず近世小説は先行する書物や文化から物語の世界や筋，構想，趣向，人物描写を利用し，新たな作品を紡ぎ上げる。本講義ではそのような近世小説の具体的な作品をとりあげ，中国文学との関連について述べる。その上で作品の着想，構想，場面の趣向などを比較し，その利用方法と作品の楽しみ方について考えていきたい。

【形式】
この授業は講義形式で行われるが，授業時に意見を求めることがある。また講義後にはコメントシートを課す。",['三宅\u3000宏幸'],"(火曜日4講時)
面接/Face-to-face","10280417 
○日本文学講読（広域Ａ）
Readings in Japanese Literature (Integrated A)
2単位/Unit  春学期/Spring  今出川/Imadegawa  講義/Lecture",この講義では、日本の中世から近世にかけての小説を中心に学びます。特に、江戸時代の出版文化の発展と共に広まった和漢（日本と中国）の知識が、どのように近世小説に取り入れられたかを探求します。具体的な作品を取り上げ、中国文学との関連を比較し、物語の着想や構想、場面の趣向、人物描写などを分析します。これにより、近世小説の楽しみ方とその文化的背景を深く理解することができます。
10280418000,"△日本文学講読（広域Ｂ）
Readings in Japanese Literature (Integrated B)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280418000.html,"【概要】
―京伝・馬琴読本講読―
本講義では化政文化で知られる文化期（1804-1817）の作者，山東京伝（1761-1816）および曲亭馬琴（1767-1848）の読本（よみほん。 近世小説の一様式）を取り上げ，各作品を講読し，分析を行う。その上で読本の特徴や出板・書誌に関する事柄に加え，作者の手法などについて理解を深めることを目標とする。
京伝と馬琴の作品にどのような共通点や違いがあるのかを疑問点として，物語世界の選択や典拠の利用など，それぞれの執筆方法を分析していく。具体的には京伝の『桜姫全伝曙草紙』（文化2年刊），『善知安方忠義伝』（文化3年刊），『昔話稲妻表紙』（文化3年刊），馬琴の『月氷奇縁』（文化2年刊），『椿説弓張月』（文化4-8年刊），『俊寛僧都島物語』（文化5年刊）を対象作品として特徴を浮かび上がらせる。その上で，現在の我々にとっては「古典」にあたる近世の読本と，現代の文芸との共通点についても考えをめぐらせたい。

【形式】
この授業は講義形式で行われるが，授業時に意見を求めることがある。また講義後にはコメントシートを課す。",['三宅\u3000宏幸'],"(火曜日4講時)
面接/Face-to-face","10280418 
△日本文学講読（広域Ｂ）
Readings in Japanese Literature (Integrated B)
2単位/Unit  秋学期/Fall  今出川/Imadegawa  講義/Lecture",この講義では、化政文化期（1804-1817）の代表的な作家である山東京伝と曲亭馬琴の読本（近世小説の一様式）を取り上げます。具体的には、京伝の『桜姫全伝曙草紙』や『善知安方忠義伝』、馬琴の『月氷奇縁』や『椿説弓張月』などを講読し、物語の選択や典拠の利用、執筆手法の共通点や違いを分析します。さらに、近世の読本と現代文芸の共通点についても考察を深めます。
10280419000,"○日本文学講読（広域Ｃ）
Readings in Japanese Literature (Integrated C)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280419000.html,"商品としての文学という近世文学の特徴を念頭に置きながら，本文テクストとパラテクストとしての挿絵の問題を中心に考える。
近世文学がそれまでの文学と大きく相違する特徴の一つは，文学が商品として製作・流通・享受されるようになったということである。近世において文学は出版と不可分なものとして存在するが，出版の発生とともに初めて挿絵が登場する。近世文学は本文テクストのみでなく，本の装訂や挿絵なども含めた，言わばモノとしての本全体がテクストとしてのメッセージを有すると言える。
本講義では，まず『伊勢物語』のパロディーである仮名草子『仁勢物語』を取り上げ，写本と版本の性格の違いに留意しつつ挿絵の意味について考察し，さらに浮世草子『好色一代男』における古典や地誌および『諸艶大鑑（好色二代男）』との関係，遺稿集『西鶴織留』の謎絵など，西鶴本の挿絵に関する諸問題を検討する。",['藤原\u3000英城'],"(土曜日2講時)
面接/Face-to-face","10280419 
○日本文学講読（広域Ｃ）
Readings in Japanese Literature (Integrated C)
2単位/Unit  春学期/Spring  今出川/Imadegawa  講義/Lecture",この講義では、近世文学が商品として製作・流通・享受される特徴に焦点を当てます。具体的には、本文テクストと挿絵の関係を中心に考察します。『伊勢物語』のパロディーである『仁勢物語』を通じて写本と版本の違いを学び、『好色一代男』や『諸艶大鑑』などの浮世草子における挿絵の意味や古典との関係を探ります。さらに、西鶴の遺稿集『西鶴織留』の謎絵についても検討します。
10280420000,"△日本文学講読（上代Ｄ）
Readings in Japanese Literature (Old1 D)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280420000.html,「上代」とは，奈良時代以前を指す。律令制による統一国家としてのまとまりが目指された時代である。『古事記』『日本書紀』『風土記』等の上代の散文作品は，そういった時代背景をもとに作られたものである。当講義では，現存する五風土記の中から，『播磨国風土記』を読み進める。播磨は現在の兵庫県西部で，立地・地名ともに関西に住まう我々には親しみ深いものも多い。『風土記』は地誌でありつつ，地域独自の神話・伝承を多く含み持つ。古代播磨に暮らした人々の間に伝わっていた伝承を読み解くことで，古代びとの感性の一端を味わってみたい。授業はスライドとプリントを用いた講義形式で行う。,['根来\u3000麻子'],"(月曜日1講時)
面接/Face-to-face","10280420 
△日本文学講読（上代Ｄ）
Readings in Japanese Literature (Old1 D)
2単位/Unit  秋学期/Fall  今出川/Imadegawa  講義/Lecture",この講義では、奈良時代以前の「上代」を対象に、『播磨国風土記』を中心に学びます。『播磨国風土記』は、現在の兵庫県西部にあたる地域の地誌であり、地域独自の神話や伝承を多く含んでいます。これを通じて、古代播磨に暮らした人々の感性や生活を理解し、上代の日本文化や歴史的背景を深く学びます。授業はスライドとプリントを用いた講義形式で進行します。
10280421000,"△日本文学講読（中古Ｄ）(『源氏物語』常夏巻の講読)
Readings in Japanese Literature (Old2 D)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280421000.html,"『源氏物語』常夏巻を通読し，平安中期の物語文学を研究するために必要な読解力を養う。常夏巻は，『源氏物語』中盤の「玉鬘十帖」第五番目の巻にあたる。物語のこの辺りでは，すでに光源氏は政治力と財力を身につけており，「六条院」という大邸宅を中心に理想世界を築き上げつつある。中でも常夏巻では，夏の風物とともに六条院に暮らす人物たちの日々が描かれている。「常夏」も夏の花である「撫子」の異名で，物語の中では，草花の名にとどまらない意味を持っている。このような具体的な表現をたどりつつ，玉鬘十帖の諸問題について考えてゆくこととする。
主に日程前半の授業では，現代の注釈付き本文を用いる上での基本的な注意点を学ぶ。また中学・高校で指導する視点に立ち，文法事項や和歌の現代語訳の指導法といった読解の基本となる事柄について，認識を新たにする。後半の授業では，物語文学を研究する際の基本事項について学び，各自の関心に応じて考察内容を絞り込んでゆく。期末レポートは，小レポートの作成指導を経て準備を進める。レポートを書く上での要点も確認する。
毎回の授業では，大学生による音読に諸注意や解説を補足しながら本文を読み進めることが中心となる。更に部分的な解釈などについて随時発問する場合もある。作品から派生した問題を解説する場合もある。それらの内容に応じて，感想文を時間内に書いて提出するなどの作業も行う。全体として，積極的な質問をしてもらいたい。できる限り授業内で答えるつもりにしている。また，他学部・学科在籍者や社会人入学生など，国文学を専門としない方の学習についても配慮しながら授業を行う予定である。",['桑原\u3000一歌'],"(金曜日4講時)
面接/Face-to-face","10280421 
△日本文学講読（中古Ｄ） (『源氏物語』常夏巻の講読)
Readings in Japanese Literature (Old2 D)
2単位/Unit  秋学期/Fall  今出川/Imadegawa  講義/Lecture",この講義では、『源氏物語』の「常夏巻」を通読し、平安中期の物語文学を深く理解するための読解力を養います。常夏巻は「玉鬘十帖」の一部で、光源氏が理想的な生活を築く六条院での夏の日々が描かれています。特に「撫子」という夏の花が象徴的に使われ、その意味を探求します。授業では現代の注釈付き本文を用い、文法や和歌の現代語訳の指導法も学びます。後半では物語文学の研究方法を学び、各自の関心に応じた考察を行います。
10280422000,"△日本文学講読（中世Ｄ）
Readings in Japanese Literature (Middle D)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280422000.html,"『平家物語』諸本のうち，語り本系の『覚一本平家物語』を用い，読み本系の延慶本などと対比しながら『平家物語』の世界を原文（古文）で，講読する。現代語訳はレジュメに付すが，ある程度の日本の文語文法についての知識は必要となる。キーワードは，『覚一本平家物語』，日本の古典，中世軍記，源平の戦い。授業は，講義時間にレジュメを配布し，読み進めながら解説する。講義時に，小レポートの課題を１週間以内に提出してもらい，数回ごとに返却して，評価を示し，復習・予習に使いながら，読み進める。
キーワードは，平家，平清盛，安徳天皇，後白河上皇，壇の浦の合戦，三種の神器です。",['四重田\u3000陽美'],"(金曜日2講時)
面接/Face-to-face","10280422 
△日本文学講読（中世Ｄ）
Readings in Japanese Literature (Middle D)
2単位/Unit  秋学期/Fall  今出川/Imadegawa  講義/Lecture",この講義では、『平家物語』の諸本のうち、語り本系の『覚一本平家物語』を中心に、読み本系の延慶本などと対比しながら、原文（古文）で講読します。主な題材は、平清盛や安徳天皇、後白河上皇、壇の浦の合戦、三種の神器など、源平の戦いに関する中世軍記です。現代語訳も提供されますが、日本の文語文法の知識が必要です。授業ではレジュメを配布し、解説を交えながら進行します。
10280423000,"△日本文学講読（近世Ｄ）
Readings in Japanese Literature (Early Modern D)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280423000.html,"本講読では，具体的な作品を読解しながら，近世和歌史の展開や時代的特徴を概観する。
和歌は古くから日本人の文芸として親しまれてきたものであり，各時代の政治や学問，芸術などの在り方から影響を受けて，その実態は常に変化を続けてきた。近世期の人々にとっての和歌とはどのようなものであったのか，和歌はどのように作られていたのか，それをどのように読解すればよいのかということを，学術的手法によって明らかにすることが本講読の狙いである。近世和歌を読み解くためには先行する和歌作品に言及する必要があるため，万葉集，八代集，百人一首なども含む幅広い和歌を扱うことになる。様々な時代，様々な内容の作品に触れ，和歌の世界を存分に楽しんでもらいたい。
授業はレジュメを用いた講義形式で行い，適宜プロジェクターなどを用いて図像を示しながら進めていく。毎授業で小さな課題を与えるので，毎回出席し，積極的に取り組んで欲しい。次回授業時に教員からのコメントをもってフィードバックを行っていく。",['大山\u3000和哉'],"(金曜日1講時)
面接/Face-to-face","10280423 
△日本文学講読（近世Ｄ）
Readings in Japanese Literature (Early Modern D)
2単位/Unit  秋学期/Fall  今出川/Imadegawa  講義/Lecture",この講義では、近世和歌史の展開や時代的特徴を具体的な作品を通じて学びます。和歌が各時代の政治、学問、芸術にどのように影響を受け、変化してきたかを探求します。万葉集、八代集、百人一首などの先行する和歌作品にも触れ、和歌の作り方や読解方法を学術的手法で明らかにします。様々な時代と内容の和歌を楽しみながら、近世期の和歌の実態を深く理解することが目的です。
10280424000,"△日本文学講読（広域Ｄ）(『上海文学』を読む―外地日本語文学雑誌の研究)
Readings in Japanese Literature (Integrated D)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280424000.html,"日本統治下の上海で結成された上海文学研究会は，現地に居留する日本人文学者を中心に結成された文学団体であった。
その機関紙である『上海文学』には，内地とは異なる現地文化や風物はもちろん，上海で日本人が行った文化活動の痕跡，日中間の文化的・政治的な摩擦などが描きとられており，同時期の内地文学雑誌とは違う特色がみられる。くわえてこれら掲載作品からは芥川賞候補が2度生み出されており，その活動や創作は日本国内においてもかなり注目を集めていた。
本講義はそれら『上海文学』掲載の作品を取り上げながら，戦時上海（あるいは外地）で展開した日本文化・文学の実態と，戦時下の日本文学が孕む諸問題を考察することを目的としている。また同時に，雑誌を始めとする外地文学資料研究の課題と可能性についても検討できればと考えている。",['木田\u3000隆文'],"(水曜日2講時)
面接/Face-to-face","10280424 
△日本文学講読（広域Ｄ） (『上海文学』を読む―外地日本語文学雑誌の研究)
Readings in Japanese Literature (Integrated D)
2単位/Unit  秋学期/Fall  今出川/Imadegawa  講義/Lecture",この講義では、日本統治下の上海で結成された上海文学研究会とその機関紙『上海文学』を中心に学びます。現地文化や風物、日中間の文化的・政治的摩擦、そして戦時下の日本文学の諸問題を考察します。特に、芥川賞候補作品を含む掲載作品を通じて、戦時上海での日本文化・文学の実態を探ります。また、外地文学資料研究の課題と可能性についても検討します。
10280500000,"○日本語学講読（Ａ）
Readings in Japanese Linguistics (A)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280500000.html,"われわれ人間は，現実や空想の世界などにおける，いろいろなできごとやありさま，あるいは人間の気もちやかんがえなどを，言語によって表現し伝達している。言語は，時間のながれにそってつらなる音声のまとまりでできているのだが，この音声のまとまりは，文（sentence）と単語（word）という２種類の基本的な単位によってとらえることができる。つまり，言語とは，上記のような表現・伝達を目的とするシステムであるとかんがえることができよう。このシステムは，語彙と文法という部分から構成されている。語彙とは，単語のストックであり，文法とは単語を材料にして文を作るためのルールである。前者を研究対象とするのが語彙論であり，後者を研究対象とするのが文法論である。
語彙論において，単語の意味を問題にする場合，２種類のアプローチがある。１つは命名論であり，もう１つは（単語の）意味論である。
この科目では，命名論的に単語の意味にアプローチする。命名論は，われわれ人間がわれわれをとりまいている外的世界を，単語によってどのように分節し分類しているかという問題を解明しようとする研究領域である。　個別的にまたは体系的に，単語と言語外的世界との関係をとりあげる。授業の前半では，命名論的思考の基本を学習し，後半は，日本で最初の全国方言集であるといわれている『諸国方言　物類称呼』（越谷吾山著，1775年刊行）の「序」および本編の１部分をよみつつ，名と名づけをめぐって多角的に考究することとしたい。",['大島\u3000中正'],"(木曜日4講時)
面接/Face-to-face","10280500 
○日本語学講読（Ａ）
Readings in Japanese Linguistics (A)
2単位/Unit  春学期/Spring  今出川/Imadegawa  講義/Lecture",この講義では、言語の表現と伝達のシステムを理解するために、特に語彙論に焦点を当てます。命名論的アプローチを用いて、単語がどのように外的世界を分節し分類するかを学びます。授業の前半では命名論の基本を学び、後半では『諸国方言 物類称呼』（1775年刊行）のテキストを用いて、日本の方言と命名の関係を多角的に考察します。
10280501000,"△日本語学講読（Ｂ）
Readings in Japanese Linguistics (B)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280501000.html,この授業は，単語の意味・機能およびその変化について，観察・分析・記述する力をやしなうことを目標とする。文献としては，富士谷成章（1738－1779）『あゆひ抄』（1778）の「おほむね」等を講読する。,['大島\u3000中正'],"(木曜日4講時)
面接/Face-to-face","10280501 
△日本語学講読（Ｂ）
Readings in Japanese Linguistics (B)
2単位/Unit  秋学期/Fall  今出川/Imadegawa  講義/Lecture",この講義では、江戸時代の国学者・富士谷成章の著作『あゆひ抄』を中心に、単語の意味や機能、そしてその変化について学びます。特に「おほむね」などの具体的な単語を通じて、言語の変遷や文献の解釈方法を観察・分析・記述する力を養います。江戸時代の国文学における言語研究の重要性を理解し、現代の日本語との関連性も探求します。
10280502000,"○日本語学講読（Ｃ）
Readings in Japanese Linguistics (C)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280502000.html,"室町時代の三大口語資料のひとつ,「抄物」を資料として,日本語の語彙史研究や文法史研究のトピックとなる事項について研究例を示す。「抄物」は,室町時代に日本で作られた漢文の注釈書（参考書）である。その中に,講義に基づいて当時の話し言葉で書かれたものがあり,日本語史研究の重要な資料となっている。
今年度は,内容が理解しやすく,通俗的な表現も多い，漢籍集部（詩文）を原典（注釈対象）とする抄物を見ていく。
授業は,講義形式で行い,毎回配布するレジュメに基づいて説明を行う。グループワーク，ディスカッションなど，他の受講生と音声による会話を伴う活動を定期的に行う予定はない。",['山本\u3000佐和子'],"(月曜日3講時)
面接/Face-to-face","10280502 
○日本語学講読（Ｃ）
Readings in Japanese Linguistics (C)
2単位/Unit  春学期/Spring  今出川/Imadegawa  講義/Lecture",この講義では、室町時代の三大口語資料のひとつである「抄物」を用いて、日本語の語彙史や文法史を研究します。「抄物」は室町時代に作られた漢文の注釈書で、当時の話し言葉が記録されており、日本語史研究において重要な資料です。今年度は、内容が理解しやすく通俗的な表現が多い漢籍集部（詩文）を注釈対象とする抄物を中心に学びます。講義形式で進行し、毎回配布されるレジュメに基づいて説明が行われます。
10280503000,"△日本語学講読（Ｄ）(日本語史と方言)
Readings in Japanese Linguistics (D)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280503000.html,"日本語の歴史を語るときには，関西・東京を中心とした中央語の歴史が中心となることが多い。もちろん共通語・標準語として多くの人が知っているという意味での重要性はあるが，一方で，日本語には多様な方言も存在し，標準語とは異なる特徴も多くある。「日本語」の歴史を考えるためには，中央語のみを語ったのでは不十分で，歴史的変種（各時代の日本語）と地理的変種（地域方言）を等価に捉え，「日本語」としての普遍性と，各変種の個別性を考える必要がある。
この授業では，日本語の歴史と方言を対照させ，日本語の各変種や日本語における言語変化の普遍性と個別性について考える。なお，授業の回数に鑑み，この授業では主に文法項目について扱う。
授業は毎回配布プリントを用いて，講義形式で行う。",['森\u3000勇太'],"(金曜日2講時)
面接/Face-to-face","10280503 
△日本語学講読（Ｄ） (日本語史と方言)
Readings in Japanese Linguistics (D)
2単位/Unit  秋学期/Fall  今出川/Imadegawa  講義/Lecture",この講義では、日本語の歴史と方言を対照しながら、日本語の各変種や言語変化の普遍性と個別性について学びます。特に関西・東京を中心とした中央語だけでなく、地域方言にも焦点を当て、歴史的変種と地理的変種を等価に捉えることを目指します。主に文法項目に関する内容を扱い、日本語の多様性とその変遷を深く理解することができます。
